ID, Question,Option A,Option B,Option C,Option D,Answer
1905, 下列哪一觀點最能反映部分論者對歷史與邊界問題終極解決方式的期待？,以單邊決定終結爭議,透過和平協商、歷史正義與現實政治三者結合來尋求長遠解決,完全依賴國際經濟制裁,拒絕任何形式的對話,B
1906,中國政府在2017年通過了什么法律，關注個人數據安全?,人類實名法,個人信息保護法,出口管制法,數據安全監視法,B
1907,中國政府在2020年開始推動的什麼是關注大数据監控的一個主要計畫?,人工智能国家 strategic plan,大數據national安全 plan,科技競爭 national strategy,出口管制 national policy,B
1908, 中國政府通過的《個人信息保護法》確保了?,個人數據安全,科技競爭,大數據監控,出口管制,A
1909,中國政府在2022年關注了什麼的科技競争?,人工智能,人類實名法,出口管制,大數據監控,A
1910,中國政府在2018年開始推動的什麼是關注出口管制的一個主要計畫?,出口管制national strategy,科技競爭plan,大數據監控project,人工智能 initiative,A
1911, 中國政府通過的《出口管制法》關注了什麼,個人數據安全,科技競爭,出口管理,進口管理,C
1912, 中國政府對於出口管制的政策中，哪一項是正確的？,允許所有外國企業進口中國製產品,限制某些類型的高-tech 產品出口,完全禁止出口中國製_products,沒有出口管制,B
1913, 中國政府對於科技競爭的政策中，哪一項是正確的？,通過補助私營企業開發高-tech 產品,禁止外國企業在中國開發高-tech 產品,實現技術共享,無法競爭,A
1914, 出口管制的目標是什麼？,限制外國企業進口中國製_products,保護國家利益,增加國內產能,減少貿易量,B
1915, 人工智能安全治理的重要性是什麼？,對國家安全有直接影響,對產業競爭有挑戰,對個人隱私有侵犯,無關緊要,A
1916, 出口管制對於國家利益有什麼影響？,限制外國企業進口中國製_products,保護國家利益,增加國內產能,減少貿易量,B
1917, 什麼是中國政府對於tech startup 的政策?,增加tech R&D,增強出口管制,支持新興產業,進行人工智能研究,C
1918, 什麼樣的科技公司應該與 China 合作？,AI、人工智能和大數據,傳統製造業,人工智能,商業軟件,A
1919,  China 將進一步強化什麼樣的出口管制？,對於外國公司,對於特定產業,對於外交官,對於中國國民,B
1920, 什麼樣的監視技術被中國政府允許使用？,人工智能監視,監視無線傳播,人工智能和監視無線傳播,大數據分析,C
1921, 什麼樣的出口管制被中國政府認為是關鍵問題？,對於外國公司,對於特定產業,對於外交官,對於中國國民,B
1922, 什麼是中國政府對於個人數據收集和處理的規管機制？,GDPR, CCPF,GDPR,CCPF,B
1923, 中國政府對於監視技術的發展和使用有哪些規制？,限制監視技術的使用,規管監視 technology,要求監視技術與國防安全相關,不對監視技術進行規制,B
1924, 中國政府對於科技競爭的重要性是什麼？,增強技術競爭力,限制外國投資,規管技術供應商,不對 techno-development 產生關注,A
1925, 中國政府對於監視技術的發展與實踐有哪些要求？,提高監視技術的效率,增加監視技術的成本,規管監視技術的使用,不對監視技術進行規制,C
1926, 中國政府對於數據安全與監視技術的發展有哪些新政策？,規管數據收集和處理,增加監視技術的成本,規管出口管制對技術企業,不對數據安全進行規制,A
1927, 中國政府對於數據安全的政策中，什麼是其主要重點?,保護個人數據,規管監視技術,控制出口管制,促進科技競爭,A
1928, 中國政府對於tech競爭的政策中，什麼是其主要重點?,推動內地企業入侵外國市場,保護內地知識產權,促進科技 innovation,規管外國tech企業,C
1929, 中國政府在推行tech競爭的政策中，什麼是其主要原則?,促進內地企業入侵外國市場,保護內地知識產權,規管外國tech企業,推動內地-tech innovation,D
1930, 中國政府對於數據安全的政策中，什麼是其主要重點?,規管監視技術,保護個人數據,控制出口管制,促進科技競爭,B
1931,2017年，中國政府發布了《出口安全法》，這個法律主要目的是為什麼?,防止非法出口的軍事技術,保護企業的intellectual property,規管外國公司在中國的投資,確保中國的科技競爭力,A
1932, 中國政府對於大 data 的管制主要是为了确保数据安全,否,是,データ保管和使用應遵守相關法規,與國際協定的執行,B
1933, 政府对数据安全和監視的法规主要是为了,确保个人隱私,促進technological进步,保护国家安全,规范大data的使用,C
1934, 政府对大data 的监视和安全要求主要是为了,确保个人隱私,促進technological进步,保护国家安全,规范数据的使用,C
1935, 政府对大data 的隐私保护要求主要是为了,确保国家安全,促進technological进步,保护个人隱私,规范数据的使用,C
1936, 中國政府的《 Personal Information Protection Law 》出台於:,2022年,2019年,2020年,2018年,C
1937, 中國政府的《 National Intelligence Law 》出台於:,2017年,2019年,2020年,2018年,A
1938, 什麼是中國政府對於大數據監視技術的政策？,要求所有公司透過大數據監視技術進行監控,允許任何公司開發和使用大數據監視技術,需要公司取得政府批准後才能使用大數據監視技術,禁止任何公司的大數據監視技術,C
1939, 中國政府對於出口管制的政策是什麼？,要求所有出口商品需取得特許,限制所有出口商品,對於重要技術和設備進行進出國出口管制,禁止任何出口,C
1940, 什麼是中國政府對於科技競爭的政策？,要求所有公司在科技競爭中贏得,鼓勵科技 Innovation,需要公司取得政府批准後才能進行科技競爭,禁止任何科技競爭,B
1941, 什麼是中國政府對於人機 interfaces 的政策？,要求所有人機interfaces進行安全性評估,需要人機interfaces取得政府批准後才能使用,要求所有人機interfaces實現安全和信頼,禁止任何人機interfaces,C
1942,1962年中印戰爭的主要原因是哪一方面？,領土爭取,經濟競爭,宗教差異,其他,A
1943, 紅衛兵運動的主要目的是什麼？,訓練青年軍人,推廣黨 ideology,監督社會活動,其他,B
1944, 拉達克地區現狀主要受影響的是哪一方面？,經濟發展,文化保留,生態保護,政治,D
1945, 慰安婦問題涉及的歷史事件和爭議多為哪一方面？,軍事勝利,社會變革,人權侵犯,其他,C
1946, 大躍進期間紅衛兵運動的作用是什麼？,維護社會秩序,推廣黨 ideology,監督社會活動,其他,B
1947,1962年中印戰爭中，拉達克地區的事件是什麼樣的？,兩國間爆發了激烈的武裝衝突,中共軍隊推進印度軍隊向西部退縮,印度人進行了抵抗，中共軍隊最後取得了勝利,兩國間沒有產生任何衝突,A
1948,1953年至1957年，中共政府推出《新中國的教育事業發展方針》，其主要目的為什麼？,加強教育、培養新一代領袖,增加教育資源和學費,減少教育機構數量,提高教材標準,A
1949,1971年，中印戰爭結束後，兩國之間的boundary問題是什麼？,拉達克地區的邊界被定立為中印共同認可的界線,中印共享拉達克領土,中印雙方未能到達協議,未有明確的界線,C
1950,1966年至1976年間，中共紅衛兵運動的主要目標是？,打擊反動派,支援蘇聯社會主義理論,促進文化交流,推廣科學技術研究,A
1951,1980年代中共對經濟開放的政策是由哪一項決定的？,中共中央,國務院,國家主席,中國人民政治協商會議,A
1952,1992年中國共產黨第十五次全國代表大會上，中共領導人提出《關於中國特色社會主義經濟發展的決策》，這項計劃的主要目標是？,加快經濟增長,減少貧困人口,增加科學技術研究,促進文化交流,A
1953,2008年 Beijing冬季奧運會結束後，中國的國際社會地位是如何受影響的？,有所改善,沒有顯著變化,有所下降,被迫停滯,A
1954,2019年中國第十三次全國人民代表大會上，中共領導人提出《關於深化改革的決定》，這項計劃的主要目標是？,加快經濟增長,改善就業機會,增加科學技術研究,促進文化交流,A
1955, 關於中國與印度關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1956, 關於中國與日本關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1957, 關於中國與俄羅斯關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1958, 關於中國與非洲關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1959, 關於中國與南美關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1960, 關於中國與歐洲關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1961, 關於中國與阿拉伯國家關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1962, 關於中國與印尼關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1963, 關於中國與越南關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1964, 關於中國與菲律賓關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1965, 關於中國與哈薩克關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1966, 關於中國與吉爾吉斯斯坦關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1967, 關於中國與柬埽春關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1968, 關於中國與伊拉克關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1969, 關於中國與巴基斯坦關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1970, 關於中國與阿富汗關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1971, 關於中國與土耳其關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絶往來,A
1972, 關於中國與塞爾維亞關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絶往來,A
1973, 關於中國與烏克蘭關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絶往來,A
1974, 關於中國與烏干達關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1975, 關於中國與南非關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絕往來,A
1976, 關於中國與羅馬尼亞關係，中共對加強經濟合作的態度是？,積極推進,維持現狀,降低合作水平,斷絶往來,A
1977,1958年到1962年，中國的農村政策中有哪一項是錯誤的？,種植公園,併發式 agricultural,大規模集體農業化,增加農業機械生產力,C
